surface,molecule,functional,mode,E_ads,E_ads_ML,delta,provenance,complex_directory
Ag100,isopropanol,pbe_d3,SPE,-1.072,-0.49,+0.582,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_isopropanol/singlepoint/PBE_D3
Ag100,isopropanol,r2scan,relaxed,-2.41,-0.49,+1.93,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,isopropanol,r2scan,SPE,-1.306,-0.49,+0.816,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_isopropanol/singlepoint/r2scan
Ag100,isopropanol,beef_vdw,relaxed,—,-0.49,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,isopropanol,beef_vdw,SPE,—,-0.49,—,,
Ag100,methane,pbe,relaxed,-0.636,-0.42,+0.218,Screened Perlmutter result: CH4_Ag100,
Ag100,methane,pbe,SPE,-0.630,-0.42,+0.210,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag100_CH4/singlepoint/PBE
Ag100,methane,pbe_d3,relaxed,-0.801,-0.42,+0.383,Screened Perlmutter result: CH4_Ag100,
Ag100,methane,pbe_d3,SPE,-0.701,-0.42,+0.281,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag100_CH4/singlepoint/PBE_D3
Ag100,methane,r2scan,relaxed,-1.149,-0.42,+0.731,Screened Perlmutter result: CH4_Ag100,
Ag100,methane,r2scan,SPE,-1.057,-0.42,+0.637,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag100_CH4/singlepoint/r2scan
Ag100,methane,beef_vdw,relaxed,-24.994,-0.42,+24.576,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH4_Ag100,
Ag100,methane,beef_vdw,SPE,-24.944,-0.42,+24.524,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ag100/singlepoint/beef_vdw
Ag100,methanol,pbe,relaxed,-0.789,-0.40,+0.388,Screened Perlmutter result: CH3OH_Ag100,
Ag100,methanol,pbe,SPE,-0.777,-0.40,+0.377,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag100_methanol/singlepoint/PBE
Ag100,methanol,pbe_d3,relaxed,-1.076,-0.40,+0.675,Screened Perlmutter result: CH3OH_Ag100,
Ag100,methanol,pbe_d3,SPE,-0.923,-0.40,+0.523,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag100_methanol/singlepoint/PBE_D3
Ag100,methanol,r2scan,relaxed,-1.38,-0.40,+0.97,Previously published energy retained; current audit: Not converged. CH3OH_Ag100: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Ag100,methanol,r2scan,SPE,-1.267,-0.40,+0.867,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag100_methanol/singlepoint/r2scan
Ag100,methanol,beef_vdw,relaxed,-25.214,-0.40,+24.812,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3OH_Ag100,
Ag100,methanol,beef_vdw,SPE,-25.139,-0.40,+24.739,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ag100/singlepoint/beef_vdw
Ag100,propane,pbe,relaxed,-1.18,-0.31,+0.87,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propane,pbe,SPE,-0.633,-0.31,+0.323,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propane/singlepoint/PBE
Ag100,propane,pbe_d3,relaxed,-1.58,-0.31,+1.27,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propane,pbe_d3,SPE,-0.881,-0.31,+0.571,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propane/singlepoint/PBE_D3
Ag100,propane,r2scan,relaxed,-2.22,-0.31,+1.91,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propane,r2scan,SPE,-1.104,-0.31,+0.794,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propane/singlepoint/r2scan
Ag100,propane,beef_vdw,relaxed,—,-0.31,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propane,beef_vdw,SPE,—,-0.31,—,,
Ag100,propanol,pbe,relaxed,-1.33,-0.47,+0.86,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propanol,pbe,SPE,-0.788,-0.47,+0.318,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propanol/singlepoint/PBE
Ag100,propanol,pbe_d3,relaxed,-1.70,-0.47,+1.23,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propanol,pbe_d3,SPE,-1.134,-0.47,+0.664,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propanol/singlepoint/PBE_D3
Ag100,propanol,r2scan,relaxed,-2.39,-0.47,+1.92,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propanol,r2scan,SPE,-1.337,-0.47,+0.867,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propanol/singlepoint/r2scan
Ag100,propanol,beef_vdw,relaxed,—,-0.47,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propanol,beef_vdw,SPE,—,-0.47,—,,
Ag100,propene,pbe,relaxed,-1.23,-0.21,+1.02,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propene,pbe,SPE,-0.693,-0.21,+0.483,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propene/singlepoint/PBE
Ag100,propene,pbe_d3,relaxed,-1.77,-0.21,+1.56,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propene,pbe_d3,SPE,-0.946,-0.21,+0.736,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propene/singlepoint/PBE_D3
Ag100,propene,r2scan,relaxed,-2.27,-0.21,+2.06,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propene,r2scan,SPE,-1.185,-0.21,+0.975,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag100_propene/singlepoint/r2scan
Ag100,propene,beef_vdw,relaxed,—,-0.21,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag100,propene,beef_vdw,SPE,—,-0.21,—,,
Ag110,CH3,pbe,relaxed,-1.595,-1.77,-0.180,Screened Perlmutter result: CH3_Ag110,
Ag110,CH3,pbe,SPE,-1.583,-1.77,-0.187,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CH3/singlepoint/PBE
Ag110,CH3,pbe_d3,relaxed,-1.792,-1.77,+0.018,Screened Perlmutter result: CH3_Ag110,
Ag110,CH3,pbe_d3,SPE,-1.763,-1.77,-0.007,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CH3/singlepoint/PBE_D3
Ag110,CH3,r2scan,relaxed,-1.861,-1.77,+0.086,Screened Perlmutter result: CH3_Ag110,
Ag110,CH3,r2scan,SPE,-1.793,-1.77,+0.023,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CH3/singlepoint/r2scan
Ag110,CH3,beef_vdw,relaxed,-17.658,-1.77,+15.884,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3_Ag110,
Ag110,CH3,beef_vdw,SPE,-17.605,-1.77,+15.835,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag110/singlepoint/beef_vdw
Ag110,CO,pbe,relaxed,-0.755,-0.57,+0.187,Screened Perlmutter result: CO_Ag110,
Ag110,CO,pbe,SPE,-0.737,-0.57,+0.167,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CO/singlepoint/PBE
Ag110,CO,pbe_d3,relaxed,-0.944,-0.57,+0.376,Screened Perlmutter result: CO_Ag110,
Ag110,CO,pbe_d3,SPE,-0.909,-0.57,+0.339,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CO/singlepoint/PBE_D3
Ag110,CO,r2scan,relaxed,-1.143,-0.57,+0.576,Screened Perlmutter result: CO_Ag110,
Ag110,CO,r2scan,SPE,-1.072,-0.57,+0.502,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CO/singlepoint/r2scan
Ag110,CO,beef_vdw,relaxed,-16.792,-0.57,+16.224,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CO_Ag110,
Ag110,CO,beef_vdw,SPE,queued,-0.57,—,,
Ag110,CO2,pbe,relaxed,-0.424,-0.39,+0.032,Screened Perlmutter result: CO2_Ag110,
Ag110,CO2,pbe,SPE,-0.421,-0.39,+0.031,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CO2/singlepoint/PBE
Ag110,CO2,pbe_d3,relaxed,—,-0.39,—,No previously published energy; current audit: Not converged. CO2_Ag110: See component convergence statuses; complex: converged; slab: converged; molecule: electronic_unconverged,
Ag110,CO2,pbe_d3,SPE,queued,-0.39,—,,
Ag110,CO2,r2scan,relaxed,-0.802,-0.39,+0.409,Screened Perlmutter result: CO2_Ag110,
Ag110,CO2,r2scan,SPE,-0.769,-0.39,+0.379,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag110_CO2/singlepoint/r2scan
Ag110,CO2,beef_vdw,relaxed,-16.756,-0.39,+16.364,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CO2_Ag110,
Ag110,CO2,beef_vdw,SPE,queued,-0.39,—,,
Ag110,DME,pbe,relaxed,—,-0.31,—,No previously published energy; current audit: Not converged. CH3OCH3_Ag110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ag110,DME,pbe,SPE,refs missing,-0.31,—,,
Ag110,DME,pbe_d3,relaxed,—,-0.31,—,No previously published energy; current audit: Not converged. CH3OCH3_Ag110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Ag110,DME,pbe_d3,SPE,refs missing,-0.31,—,,
Ag110,DME,r2scan,relaxed,-1.018,-0.31,+0.708,Screened Perlmutter result: CH3OCH3_Ag110,
Ag110,DME,r2scan,SPE,-0.837,-0.31,+0.527,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C2/Ag110_DME/singlepoint/r2scan
Ag110,DME,beef_vdw,relaxed,-16.981,-0.31,+16.671,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3OCH3_Ag110,
Ag110,DME,beef_vdw,SPE,-16.899,-0.31,+16.589,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag110/singlepoint/beef_vdw
Ag110,H2,pbe,relaxed,-0.36,-0.27,+0.10,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag110,H2,pbe,SPE,-0.360,-0.27,+0.090,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2/singlepoint/PBE
Ag110,H2,pbe_d3,relaxed,-0.43,-0.27,+0.16,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag110,H2,pbe_d3,SPE,-0.420,-0.27,+0.150,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2/singlepoint/PBE_D3
Ag110,H2,r2scan,relaxed,-0.69,-0.27,+0.42,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag110,H2,r2scan,SPE,-0.657,-0.27,+0.387,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2/singlepoint/r2scan
Ag110,H2,beef_vdw,relaxed,—,-0.27,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag110,H2,beef_vdw,SPE,—,-0.27,—,,
Ag110,H2O,pbe,relaxed,-0.649,-0.58,+0.065,Screened Perlmutter result: H2O_Ag110,
Ag110,H2O,pbe,SPE,-0.644,-0.58,+0.064,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2O/singlepoint/PBE
Ag110,H2O,pbe_d3,relaxed,-0.832,-0.58,+0.248,Screened Perlmutter result: H2O_Ag110,
Ag110,H2O,pbe_d3,SPE,-0.819,-0.58,+0.239,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2O/singlepoint/PBE_D3
Ag110,H2O,r2scan,relaxed,-1.070,-0.58,+0.486,Screened Perlmutter result: H2O_Ag110,
Ag110,H2O,r2scan,SPE,-1.021,-0.58,+0.441,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2O/singlepoint/r2scan
Ag110,H2O,beef_vdw,relaxed,—,-0.58,—,No previously published energy; current audit: Not converged. H2O_Ag110: complex: ZBRENT: fatal error in bracketing; complex: unfinished; slab: converged; molecule: converged,
Ag110,H2O,beef_vdw,SPE,queued,-0.58,—,,
Ag110,H2S,pbe,relaxed,-0.629,-0.50,+0.125,Screened Perlmutter result: H2S_Ag110,
Ag110,H2S,pbe,SPE,-0.609,-0.50,+0.109,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2S/singlepoint/PBE
Ag110,H2S,pbe_d3,relaxed,-0.963,-0.50,+0.460,Screened Perlmutter result: H2S_Ag110,
Ag110,H2S,pbe_d3,SPE,-0.926,-0.50,+0.426,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2S/singlepoint/PBE_D3
Ag110,H2S,r2scan,relaxed,-1.052,-0.50,+0.549,Screened Perlmutter result: H2S_Ag110,
Ag110,H2S,r2scan,SPE,-0.992,-0.50,+0.492,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_H2S/singlepoint/r2scan
Ag110,H2S,beef_vdw,relaxed,-16.869,-0.50,+16.366,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2S_Ag110,
Ag110,H2S,beef_vdw,SPE,queued,-0.50,—,,
Ag110,N2,pbe,relaxed,-0.396,-0.05,+0.344,Screened Perlmutter result: N2_Ag110,
Ag110,N2,pbe,SPE,-0.395,-0.05,+0.345,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_N2/singlepoint/PBE
Ag110,N2,pbe_d3,relaxed,-0.455,-0.05,+0.404,Screened Perlmutter result: N2_Ag110,
Ag110,N2,pbe_d3,SPE,-0.450,-0.05,+0.400,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_N2/singlepoint/PBE_D3
Ag110,N2,r2scan,relaxed,-0.704,-0.05,+0.652,Screened Perlmutter result: N2_Ag110,
Ag110,N2,r2scan,SPE,-0.672,-0.05,+0.622,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_N2/singlepoint/r2scan
Ag110,N2,beef_vdw,relaxed,-16.594,-0.05,+16.543,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. N2_Ag110,
Ag110,N2,beef_vdw,SPE,queued,-0.05,—,,
Ag110,NH3,pbe,relaxed,-0.831,-0.81,+0.023,Screened Perlmutter result: NH3_Ag110,
Ag110,NH3,pbe,SPE,-0.827,-0.81,+0.017,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_NH3/singlepoint/PBE
Ag110,NH3,pbe_d3,relaxed,-1.015,-0.81,+0.208,Screened Perlmutter result: NH3_Ag110,
Ag110,NH3,pbe_d3,SPE,-0.999,-0.81,+0.189,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_NH3/singlepoint/PBE_D3
Ag110,NH3,r2scan,relaxed,-1.240,-0.81,+0.432,Screened Perlmutter result: NH3_Ag110,
Ag110,NH3,r2scan,SPE,-1.202,-0.81,+0.392,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_NH3/singlepoint/r2scan
Ag110,NH3,beef_vdw,relaxed,-17.010,-0.81,+16.202,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NH3_Ag110,
Ag110,NH3,beef_vdw,SPE,queued,-0.81,—,,
Ag110,NO,pbe,relaxed,-1.344,-0.81,+0.530,Screened Perlmutter result: NO_Ag110,
Ag110,NO,pbe,SPE,-1.220,-0.81,+0.410,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_NO/singlepoint/PBE
Ag110,NO,pbe_d3,relaxed,-1.506,-0.81,+0.693,Screened Perlmutter result: NO_Ag110,
Ag110,NO,pbe_d3,SPE,-1.446,-0.81,+0.636,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C0/Ag110_NO/singlepoint/PBE_D3
Ag110,NO,r2scan,relaxed,-2.09,-0.81,+1.28,Previously published energy retained; current audit: Not converged. NO_Ag110: See component convergence statuses; complex: converged; slab: converged; molecule: ionic_unconverged,
Ag110,NO,r2scan,SPE,queued,-0.81,—,,
Ag110,NO,beef_vdw,relaxed,—,-0.81,—,No previously published energy; current audit: Not converged. NO_Ag110: complex: ZBRENT: fatal error in bracketing; complex: unfinished; slab: converged; molecule: converged,
